,branch_code,item_cat,ym,CPI,temp,sales,m,promotion,year,ur,fuel
34,10,18,2012-05,94.67492916717977,15.353203807123656,353.043,5,1,2012,12.2,620.0
35,10,21,2012-05,94.67492916717977,15.353203807123656,6042.397,5,1,2012,12.2,620.0
36,10,29,2012-05,94.67492916717977,15.353203807123656,7157.071,5,1,2012,12.2,620.0
37,10,31,2012-05,94.67492916717977,15.353203807123656,1241.468,5,1,2012,12.2,620.0
38,10,34,2012-05,94.67492916717977,15.353203807123656,3283.1470000000004,5,1,2012,12.2,620.0
39,10,36,2012-05,94.67492916717977,15.353203807123656,37.812,5,1,2012,12.2,620.0
40,10,37,2012-05,94.67492916717977,15.353203807123656,1298.471,5,1,2012,12.2,620.0
41,10,48,2012-05,94.67492916717977,15.353203807123656,1336.248,5,1,2012,12.2,620.0
42,10,102,2012-05,94.67492916717977,15.353203807123656,69.44,5,1,2012,12.2,620.0
43,12,1,2012-05,94.67492916717977,15.353203807123656,8129.250000000001,5,1,2012,12.2,620.0
44,12,16,2012-05,94.67492916717977,15.353203807123656,466.04599999999994,5,1,2012,12.2,620.0
45,12,21,2012-05,94.67492916717977,15.353203807123656,6430.918,5,1,2012,12.2,620.0
46,12,25,2012-05,94.67492916717977,15.353203807123656,786.617,5,1,2012,12.2,620.0
47,12,29,2012-05,94.67492916717977,15.353203807123656,9456.523000000001,5,1,2012,12.2,620.0
48,12,30,2012-05,94.67492916717977,15.353203807123656,902.9549999999999,5,1,2012,12.2,620.0
49,12,31,2012-05,94.67492916717977,15.353203807123656,493.844,5,1,2012,12.2,620.0
50,12,34,2012-05,94.67492916717977,15.353203807123656,3467.91,5,1,2012,12.2,620.0
51,12,37,2012-05,94.67492916717977,15.353203807123656,403.25199999999995,5,1,2012,12.2,620.0
52,12,48,2012-05,94.67492916717977,15.353203807123656,1483.617,5,1,2012,12.2,620.0
53,12,102,2012-05,94.67492916717977,15.353203807123656,95.48000000000002,5,1,2012,12.2,620.0
54,1,1,2012-06,94.11099294409686,18.525279142638894,15072.068999999994,6,1,2012,12.2,620.0
55,1,16,2012-06,94.11099294409686,18.525279142638894,700.9739999999999,6,1,2012,12.2,620.0
56,1,18,2012-06,94.11099294409686,18.525279142638894,231.359,6,1,2012,12.2,620.0
57,1,21,2012-06,94.11099294409686,18.525279142638894,21557.166000000005,6,1,2012,12.2,620.0
58,1,25,2012-06,94.11099294409686,18.525279142638894,3434.108,6,1,2012,12.2,620.0
59,1,29,2012-06,94.11099294409686,18.525279142638894,6709.959000000001,6,1,2012,12.2,620.0
60,1,31,2012-06,94.11099294409686,18.525279142638894,572.56,6,1,2012,12.2,620.0
61,1,34,2012-06,94.11099294409686,18.525279142638894,7447.436000000001,6,1,2012,12.2,620.0
62,1,37,2012-06,94.11099294409686,18.525279142638894,1342.8029999999999,6,1,2012,12.2,620.0
63,1,48,2012-06,94.11099294409686,18.525279142638894,13094.689000000004,6,1,2012,12.2,620.0
64,1,102,2012-06,94.11099294409686,18.525279142638894,43.4,6,1,2012,12.2,620.0
65,2,1,2012-06,94.11099294409686,18.525279142638894,22866.04100000001,6,1,2012,12.2,620.0
66,2,16,2012-06,94.11099294409686,18.525279142638894,1695.1699999999996,6,1,2012,12.2,620.0
67,2,18,2012-06,94.11099294409686,18.525279142638894,810.64,6,1,2012,12.2,620.0
68,2,21,2012-06,94.11099294409686,18.525279142638894,41168.799,6,1,2012,12.2,620.0
69,2,25,2012-06,94.11099294409686,18.525279142638894,6918.076999999999,6,1,2012,12.2,620.0
70,2,29,2012-06,94.11099294409686,18.525279142638894,16780.260000000006,6,1,2012,12.2,620.0
71,2,30,2012-06,94.11099294409686,18.525279142638894,2037.087,6,1,2012,12.2,620.0
72,2,31,2012-06,94.11099294409686,18.525279142638894,1229.734,6,1,2012,12.2,620.0
73,2,34,2012-06,94.11099294409686,18.525279142638894,10720.245,6,1,2012,12.2,620.0
74,2,36,2012-06,94.11099294409686,18.525279142638894,39.937,6,1,2012,12.2,620.0
75,2,37,2012-06,94.11099294409686,18.525279142638894,2630.976,6,1,2012,12.2,620.0
76,2,48,2012-06,94.11099294409686,18.525279142638894,19895.632000000005,6,1,2012,12.2,620.0
77,2,102,2012-06,94.11099294409686,18.525279142638894,69.44,6,1,2012,12.2,620.0
78,9,1,2012-06,94.11099294409686,18.525279142638894,3744.8139999999985,6,1,2012,12.2,620.0
79,9,16,2012-06,94.11099294409686,18.525279142638894,85.082,6,1,2012,12.2,620.0
80,9,21,2012-06,94.11099294409686,18.525279142638894,3621.5629999999996,6,1,2012,12.2,620.0
81,9,25,2012-06,94.11099294409686,18.525279142638894,517.02,6,1,2012,12.2,620.0
82,9,29,2012-06,94.11099294409686,18.525279142638894,2543.885,6,1,2012,12.2,620.0
83,9,34,2012-06,94.11099294409686,18.525279142638894,2346.998,6,1,2012,12.2,620.0
84,9,37,2012-06,94.11099294409686,18.525279142638894,668.67,6,1,2012,12.2,620.0
85,9,48,2012-06,94.11099294409686,18.525279142638894,10256.896,6,1,2012,12.2,620.0
86,9,102,2012-06,94.11099294409686,18.525279142638894,8.68,6,1,2012,12.2,620.0
87,10,1,2012-06,94.11099294409686,18.525279142638894,3844.255,6,1,2012,12.2,620.0
88,10,16,2012-06,94.11099294409686,18.525279142638894,529.4799999999999,6,1,2012,12.2,620.0
89,10,18,2012-06,94.11099294409686,18.525279142638894,337.952,6,1,2012,12.2,620.0
90,10,21,2012-06,94.11099294409686,18.525279142638894,13156.604999999998,6,1,2012,12.2,620.0
91,10,25,2012-06,94.11099294409686,18.525279142638894,660.496,6,1,2012,12.2,620.0
92,10,29,2012-06,94.11099294409686,18.525279142638894,8797.614000000001,6,1,2012,12.2,620.0
93,10,30,2012-06,94.11099294409686,18.525279142638894,790.152,6,1,2012,12.2,620.0
94,10,34,2012-06,94.11099294409686,18.525279142638894,3221.273,6,1,2012,12.2,620.0
95,10,37,2012-06,94.11099294409686,18.525279142638894,1015.0619999999999,6,1,2012,12.2,620.0
96,10,48,2012-06,94.11099294409686,18.525279142638894,6567.6669999999995,6,1,2012,12.2,620.0
97,10,102,2012-06,94.11099294409686,18.525279142638894,8.68,6,1,2012,12.2,620.0
98,12,1,2012-06,94.11099294409686,18.525279142638894,5157.523999999999,6,1,2012,12.2,620.0
99,12,16,2012-06,94.11099294409686,18.525279142638894,561.287,6,1,2012,12.2,620.0
100,12,21,2012-06,94.11099294409686,18.525279142638894,12726.46,6,1,2012,12.2,620.0
101,12,25,2012-06,94.11099294409686,18.525279142638894,1386.806,6,1,2012,12.2,620.0
102,12,29,2012-06,94.11099294409686,18.525279142638894,5807.997,6,1,2012,12.2,620.0
103,12,31,2012-06,94.11099294409686,18.525279142638894,1121.2,6,1,2012,12.2,620.0
104,12,34,2012-06,94.11099294409686,18.525279142638894,4654.949,6,1,2012,12.2,620.0
105,12,36,2012-06,94.11099294409686,18.525279142638894,39.937,6,1,2012,12.2,620.0
106,12,37,2012-06,94.11099294409686,18.525279142638894,543.388,6,1,2012,12.2,620.0
107,12,48,2012-06,94.11099294409686,18.525279142638894,7685.801999999999,6,1,2012,12.2,620.0
108,12,102,2012-06,94.11099294409686,18.525279142638894,26.04,6,1,2012,12.2,620.0
109,1,1,2012-07,94.62714892671208,18.83196737298387,8774.94,7,1,2012,12.2,700.0
110,1,16,2012-07,94.62714892671208,18.83196737298387,413.921,7,1,2012,12.2,700.0
111,1,18,2012-07,94.62714892671208,18.83196737298387,602.085,7,1,2012,12.2,700.0
112,1,21,2012-07,94.62714892671208,18.83196737298387,20797.137000000006,7,1,2012,12.2,700.0
113,1,25,2012-07,94.62714892671208,18.83196737298387,5362.513000000001,7,1,2012,12.2,700.0
114,1,29,2012-07,94.62714892671208,18.83196737298387,12396.727000000003,7,1,2012,12.2,700.0
115,1,30,2012-07,94.62714892671208,18.83196737298387,622.004,7,1,2012,12.2,700.0
116,1,31,2012-07,94.62714892671208,18.83196737298387,1682.317,7,1,2012,12.2,700.0
117,1,33,2012-07,94.62714892671208,18.83196737298387,761.75,7,1,2012,12.2,700.0
118,1,34,2012-07,94.62714892671208,18.83196737298387,5741.477,7,1,2012,12.2,700.0
119,1,37,2012-07,94.62714892671208,18.83196737298387,695.658,7,1,2012,12.2,700.0
120,1,48,2012-07,94.62714892671208,18.83196737298387,11044.431000000002,7,1,2012,12.2,700.0
121,1,51,2012-07,94.62714892671208,18.83196737298387,60.268,7,1,2012,12.2,700.0
122,1,102,2012-07,94.62714892671208,18.83196737298387,43.4,7,1,2012,12.2,700.0
123,2,1,2012-07,94.62714892671208,18.83196737298387,12343.643999999998,7,1,2012,12.2,700.0
124,2,16,2012-07,94.62714892671208,18.83196737298387,933.242,7,1,2012,12.2,700.0
125,2,18,2012-07,94.62714892671208,18.83196737298387,1507.3460000000002,7,1,2012,12.2,700.0
126,2,21,2012-07,94.62714892671208,18.83196737298387,57210.856000000014,7,1,2012,12.2,700.0
127,2,25,2012-07,94.62714892671208,18.83196737298387,13100.530999999999,7,1,2012,12.2,700.0
128,2,29,2012-07,94.62714892671208,18.83196737298387,25271.736999999994,7,1,2012,12.2,700.0
129,2,30,2012-07,94.62714892671208,18.83196737298387,4090.265,7,1,2012,12.2,700.0
130,2,31,2012-07,94.62714892671208,18.83196737298387,6753.497,7,1,2012,12.2,700.0
131,2,33,2012-07,94.62714892671208,18.83196737298387,1819.75,7,1,2012,12.2,700.0
132,2,34,2012-07,94.62714892671208,18.83196737298387,17820.994000000002,7,1,2012,12.2,700.0
133,2,36,2012-07,94.62714892671208,18.83196737298387,77.749,7,1,2012,12.2,700.0
134,2,37,2012-07,94.62714892671208,18.83196737298387,2754.321999999999,7,1,2012,12.2,700.0
135,2,48,2012-07,94.62714892671208,18.83196737298387,25979.82700000001,7,1,2012,12.2,700.0
136,2,51,2012-07,94.62714892671208,18.83196737298387,60.268,7,1,2012,12.2,700.0
137,2,102,2012-07,94.62714892671208,18.83196737298387,43.4,7,1,2012,12.2,700.0
138,9,1,2012-07,94.62714892671208,18.83196737298387,2498.15,7,1,2012,12.2,700.0
139,9,16,2012-07,94.62714892671208,18.83196737298387,275.56399999999996,7,1,2012,12.2,700.0
140,9,18,2012-07,94.62714892671208,18.83196737298387,328.678,7,1,2012,12.2,700.0
141,9,21,2012-07,94.62714892671208,18.83196737298387,4976.111,7,1,2012,12.2,700.0
142,9,25,2012-07,94.62714892671208,18.83196737298387,562.163,7,1,2012,12.2,700.0
143,9,29,2012-07,94.62714892671208,18.83196737298387,1479.1970000000001,7,1,2012,12.2,700.0
144,9,30,2012-07,94.62714892671208,18.83196737298387,467.785,7,1,2012,12.2,700.0
145,9,31,2012-07,94.62714892671208,18.83196737298387,1171.4470000000001,7,1,2012,12.2,700.0
146,9,34,2012-07,94.62714892671208,18.83196737298387,998.616,7,1,2012,12.2,700.0
147,9,37,2012-07,94.62714892671208,18.83196737298387,355.483,7,1,2012,12.2,700.0
148,9,48,2012-07,94.62714892671208,18.83196737298387,1492.576,7,1,2012,12.2,700.0
149,9,51,2012-07,94.62714892671208,18.83196737298387,30.134,7,1,2012,12.2,700.0
150,9,102,2012-07,94.62714892671208,18.83196737298387,17.36,7,1,2012,12.2,700.0
151,10,1,2012-07,94.62714892671208,18.83196737298387,2419.4449999999997,7,1,2012,12.2,700.0
152,10,16,2012-07,94.62714892671208,18.83196737298387,243.757,7,1,2012,12.2,700.0
153,10,18,2012-07,94.62714892671208,18.83196737298387,1172.148,7,1,2012,12.2,700.0
154,10,21,2012-07,94.62714892671208,18.83196737298387,10926.043000000003,7,1,2012,12.2,700.0
155,10,25,2012-07,94.62714892671208,18.83196737298387,1948.969,7,1,2012,12.2,700.0
156,10,29,2012-07,94.62714892671208,18.83196737298387,7130.119999999998,7,1,2012,12.2,700.0
157,10,30,2012-07,94.62714892671208,18.83196737298387,622.004,7,1,2012,12.2,700.0
158,10,31,2012-07,94.62714892671208,18.83196737298387,1241.468,7,1,2012,12.2,700.0
159,10,34,2012-07,94.62714892671208,18.83196737298387,4665.706,7,1,2012,12.2,700.0
160,10,37,2012-07,94.62714892671208,18.83196737298387,1186.756,7,1,2012,12.2,700.0
161,10,48,2012-07,94.62714892671208,18.83196737298387,5219.170999999999,7,1,2012,12.2,700.0
162,12,1,2012-07,94.62714892671208,18.83196737298387,5501.209,7,1,2012,12.2,700.0
163,12,16,2012-07,94.62714892671208,18.83196737298387,444.39799999999997,7,1,2012,12.2,700.0
164,12,21,2012-07,94.62714892671208,18.83196737298387,11903.278999999999,7,1,2012,12.2,700.0
165,12,25,2012-07,94.62714892671208,18.83196737298387,1452.62,7,1,2012,12.2,700.0
166,12,29,2012-07,94.62714892671208,18.83196737298387,4666.874999999999,7,1,2012,12.2,700.0
167,12,30,2012-07,94.62714892671208,18.83196737298387,469.7,7,1,2012,12.2,700.0
168,12,31,2012-07,94.62714892671208,18.83196737298387,510.87,7,1,2012,12.2,700.0
169,12,34,2012-07,94.62714892671208,18.83196737298387,2006.597,7,1,2012,12.2,700.0
170,12,37,2012-07,94.62714892671208,18.83196737298387,138.953,7,1,2012,12.2,700.0
171,12,48,2012-07,94.62714892671208,18.83196737298387,11741.743000000002,7,1,2012,12.2,700.0
172,12,102,2012-07,94.62714892671208,18.83196737298387,17.36,7,1,2012,12.2,700.0
173,1,1,2012-08,94.6495141456544,20.585421692204303,10631.465999999999,8,0,2012,12.2,700.0
174,1,16,2012-08,94.6495141456544,20.585421692204303,253.916,8,0,2012,12.2,700.0
175,1,18,2012-08,94.6495141456544,20.585421692204303,201.15800000000002,8,0,2012,12.2,700.0
176,1,21,2012-08,94.6495141456544,20.585421692204303,12005.358,8,0,2012,12.2,700.0
177,1,25,2012-08,94.6495141456544,20.585421692204303,946.941,8,0,2012,12.2,700.0
178,1,29,2012-08,94.6495141456544,20.585421692204303,7488.669,8,0,2012,12.2,700.0
179,1,31,2012-08,94.6495141456544,20.585421692204303,1123.273,8,0,2012,12.2,700.0
180,1,34,2012-08,94.6495141456544,20.585421692204303,4054.3210000000004,8,0,2012,12.2,700.0
181,1,37,2012-08,94.6495141456544,20.585421692204303,744.985,8,0,2012,12.2,700.0
182,1,48,2012-08,94.6495141456544,20.585421692204303,701.039,8,0,2012,12.2,700.0
183,1,51,2012-08,94.6495141456544,20.585421692204303,60.268,8,0,2012,12.2,700.0
184,1,102,2012-08,94.6495141456544,20.585421692204303,8.68,8,0,2012,12.2,700.0
185,2,1,2012-08,94.6495141456544,20.585421692204303,10401.179999999997,8,0,2012,12.2,700.0
186,2,16,2012-08,94.6495141456544,20.585421692204303,782.066,8,0,2012,12.2,700.0
187,2,18,2012-08,94.6495141456544,20.585421692204303,1726.1060000000004,8,0,2012,12.2,700.0
188,2,21,2012-08,94.6495141456544,20.585421692204303,25209.628000000004,8,0,2012,12.2,700.0
189,2,25,2012-08,94.6495141456544,20.585421692204303,1250.583,8,0,2012,12.2,700.0
190,2,29,2012-08,94.6495141456544,20.585421692204303,15925.426000000001,8,0,2012,12.2,700.0
191,2,30,2012-08,94.6495141456544,20.585421692204303,1634.084,8,0,2012,12.2,700.0
192,2,31,2012-08,94.6495141456544,20.585421692204303,2196.409,8,0,2012,12.2,700.0
193,2,33,2012-08,94.6495141456544,20.585421692204303,1523.5,8,0,2012,12.2,700.0
194,2,34,2012-08,94.6495141456544,20.585421692204303,11168.594000000001,8,0,2012,12.2,700.0
195,2,36,2012-08,94.6495141456544,20.585421692204303,533.992,8,0,2012,12.2,700.0
196,2,37,2012-08,94.6495141456544,20.585421692204303,2740.3959999999997,8,0,2012,12.2,700.0
197,2,48,2012-08,94.6495141456544,20.585421692204303,3307.683,8,0,2012,12.2,700.0
198,2,51,2012-08,94.6495141456544,20.585421692204303,30.134,8,0,2012,12.2,700.0
199,2,102,2012-08,94.6495141456544,20.585421692204303,43.4,8,0,2012,12.2,700.0
200,9,1,2012-08,94.6495141456544,20.585421692204303,1271.46,8,0,2012,12.2,700.0
201,9,16,2012-08,94.6495141456544,20.585421692204303,360.64599999999996,8,0,2012,12.2,700.0
202,9,18,2012-08,94.6495141456544,20.585421692204303,231.359,8,0,2012,12.2,700.0
203,9,21,2012-08,94.6495141456544,20.585421692204303,1885.212,8,0,2012,12.2,700.0
204,9,29,2012-08,94.6495141456544,20.585421692204303,2779.703,8,0,2012,12.2,700.0
205,9,30,2012-08,94.6495141456544,20.585421692204303,467.785,8,0,2012,12.2,700.0
206,9,31,2012-08,94.6495141456544,20.585421692204303,1145.12,8,0,2012,12.2,700.0
207,9,34,2012-08,94.6495141456544,20.585421692204303,675.874,8,0,2012,12.2,700.0
208,9,37,2012-08,94.6495141456544,20.585421692204303,416.85900000000004,8,0,2012,12.2,700.0
209,9,102,2012-08,94.6495141456544,20.585421692204303,17.36,8,0,2012,12.2,700.0
210,10,1,2012-08,94.6495141456544,20.585421692204303,2826.353,8,0,2012,12.2,700.0
211,10,16,2012-08,94.6495141456544,20.585421692204303,591.584,8,0,2012,12.2,700.0
212,10,18,2012-08,94.6495141456544,20.585421692204303,514.417,8,0,2012,12.2,700.0
213,10,21,2012-08,94.6495141456544,20.585421692204303,7691.715,8,0,2012,12.2,700.0
214,10,29,2012-08,94.6495141456544,20.585421692204303,6610.71,8,0,2012,12.2,700.0
215,10,31,2012-08,94.6495141456544,20.585421692204303,569.677,8,0,2012,12.2,700.0
216,10,33,2012-08,94.6495141456544,20.585421692204303,1523.5,8,0,2012,12.2,700.0
217,10,34,2012-08,94.6495141456544,20.585421692204303,5182.647,8,0,2012,12.2,700.0
218,10,37,2012-08,94.6495141456544,20.585421692204303,347.969,8,0,2012,12.2,700.0
219,10,48,2012-08,94.6495141456544,20.585421692204303,1130.9830000000002,8,0,2012,12.2,700.0
220,12,1,2012-08,94.6495141456544,20.585421692204303,2385.9449999999997,8,0,2012,12.2,700.0
221,12,16,2012-08,94.6495141456544,20.585421692204303,285.723,8,0,2012,12.2,700.0
222,12,18,2012-08,94.6495141456544,20.585421692204303,124.766,8,0,2012,12.2,700.0
223,12,21,2012-08,94.6495141456544,20.585421692204303,4083.296,8,0,2012,12.2,700.0
224,12,25,2012-08,94.6495141456544,20.585421692204303,1386.806,8,0,2012,12.2,700.0
225,12,29,2012-08,94.6495141456544,20.585421692204303,1328.558,8,0,2012,12.2,700.0
226,12,31,2012-08,94.6495141456544,20.585421692204303,572.56,8,0,2012,12.2,700.0
227,12,34,2012-08,94.6495141456544,20.585421692204303,3054.835,8,0,2012,12.2,700.0
228,12,37,2012-08,94.6495141456544,20.585421692204303,249.94,8,0,2012,12.2,700.0
229,12,48,2012-08,94.6495141456544,20.585421692204303,1823.0629999999999,8,0,2012,12.2,700.0
230,12,51,2012-08,94.6495141456544,20.585421692204303,60.268,8,0,2012,12.2,700.0
231,1,1,2012-09,94.63814669966305,15.877751336388888,9013.722,9,0,2012,12.2,735.0
232,1,16,2012-09,94.63814669966305,15.877751336388888,645.039,9,0,2012,12.2,735.0
233,1,18,2012-09,94.63814669966305,15.877751336388888,124.766,9,0,2012,12.2,735.0
234,1,21,2012-09,94.63814669966305,15.877751336388888,15924.331000000002,9,0,2012,12.2,735.0
235,1,25,2012-09,94.63814669966305,15.877751336388888,1225.571,9,0,2012,12.2,735.0
236,1,29,2012-09,94.63814669966305,15.877751336388888,12479.089000000004,9,0,2012,12.2,735.0
237,1,31,2012-09,94.63814669966305,15.877751336388888,1744.0069999999998,9,0,2012,12.2,735.0
238,1,34,2012-09,94.63814669966305,15.877751336388888,4417.542,9,0,2012,12.2,735.0
239,1,36,2012-09,94.63814669966305,15.877751336388888,1067.984,9,0,2012,12.2,735.0
240,1,37,2012-09,94.63814669966305,15.877751336388888,1548.5350000000003,9,0,2012,12.2,735.0
241,1,48,2012-09,94.63814669966305,15.877751336388888,1858.7250000000001,9,0,2012,12.2,735.0
242,1,102,2012-09,94.63814669966305,15.877751336388888,17.36,9,0,2012,12.2,735.0
243,2,1,2012-09,94.63814669966305,15.877751336388888,15459.543999999998,9,0,2012,12.2,735.0
244,2,16,2012-09,94.63814669966305,15.877751336388888,1745.965,9,0,2012,12.2,735.0
245,2,18,2012-09,94.63814669966305,15.877751336388888,587.484,9,0,2012,12.2,735.0
246,2,21,2012-09,94.63814669966305,15.877751336388888,30909.72500000001,9,0,2012,12.2,735.0
247,2,25,2012-09,94.63814669966305,15.877751336388888,5815.398,9,0,2012,12.2,735.0
248,2,29,2012-09,94.63814669966305,15.877751336388888,13266.470000000005,9,0,2012,12.2,735.0
249,2,30,2012-09,94.63814669966305,15.877751336388888,935.57,9,0,2012,12.2,735.0
250,2,31,2012-09,94.63814669966305,15.877751336388888,5100.35,9,0,2012,12.2,735.0
251,2,33,2012-09,94.63814669966305,15.877751336388888,761.75,9,0,2012,12.2,735.0
252,2,34,2012-09,94.63814669966305,15.877751336388888,10581.844000000001,9,0,2012,12.2,735.0
253,2,37,2012-09,94.63814669966305,15.877751336388888,1501.15,9,0,2012,12.2,735.0
254,2,48,2012-09,94.63814669966305,15.877751336388888,3497.6539999999995,9,0,2012,12.2,735.0
255,2,102,2012-09,94.63814669966305,15.877751336388888,52.08,9,0,2012,12.2,735.0
256,9,1,2012-09,94.63814669966305,15.877751336388888,1251.073,9,0,2012,12.2,735.0
257,9,16,2012-09,94.63814669966305,15.877751336388888,328.839,9,0,2012,12.2,735.0
258,9,18,2012-09,94.63814669966305,15.877751336388888,356.125,9,0,2012,12.2,735.0
259,9,21,2012-09,94.63814669966305,15.877751336388888,4057.783,9,0,2012,12.2,735.0
260,9,25,2012-09,94.63814669966305,15.877751336388888,726.31,9,0,2012,12.2,735.0
261,9,29,2012-09,94.63814669966305,15.877751336388888,1322.116,9,0,2012,12.2,735.0
262,9,30,2012-09,94.63814669966305,15.877751336388888,527.151,9,0,2012,12.2,735.0
263,9,34,2012-09,94.63814669966305,15.877751336388888,2227.442,9,0,2012,12.2,735.0
264,9,37,2012-09,94.63814669966305,15.877751336388888,77.577,9,0,2012,12.2,735.0
265,10,1,2012-09,94.63814669966305,15.877751336388888,635.73,9,0,2012,12.2,735.0
266,10,16,2012-09,94.63814669966305,15.877751336388888,243.757,9,0,2012,12.2,735.0
267,10,18,2012-09,94.63814669966305,15.877751336388888,328.678,9,0,2012,12.2,735.0
268,10,21,2012-09,94.63814669966305,15.877751336388888,2106.127,9,0,2012,12.2,735.0
269,10,25,2012-09,94.63814669966305,15.877751336388888,660.496,9,0,2012,12.2,735.0
270,10,29,2012-09,94.63814669966305,15.877751336388888,5946.499000000001,9,0,2012,12.2,735.0
271,10,30,2012-09,94.63814669966305,15.877751336388888,470.092,9,0,2012,12.2,735.0
272,10,31,2012-09,94.63814669966305,15.877751336388888,2316.567,9,0,2012,12.2,735.0
273,10,34,2012-09,94.63814669966305,15.877751336388888,2133.074,9,0,2012,12.2,735.0
274,10,37,2012-09,94.63814669966305,15.877751336388888,405.094,9,0,2012,12.2,735.0
275,12,1,2012-09,94.63814669966305,15.877751336388888,5949.302,9,0,2012,12.2,735.0
276,12,16,2012-09,94.63814669966305,15.877751336388888,370.80499999999995,9,0,2012,12.2,735.0
277,12,21,2012-09,94.63814669966305,15.877751336388888,3717.801,9,0,2012,12.2,735.0
278,12,25,2012-09,94.63814669966305,15.877751336388888,1386.806,9,0,2012,12.2,735.0
279,12,29,2012-09,94.63814669966305,15.877751336388888,5272.831,9,0,2012,12.2,735.0
280,12,30,2012-09,94.63814669966305,15.877751336388888,790.152,9,0,2012,12.2,735.0
281,12,31,2012-09,94.63814669966305,15.877751336388888,572.56,9,0,2012,12.2,735.0
282,12,34,2012-09,94.63814669966305,15.877751336388888,2093.6890000000003,9,0,2012,12.2,735.0
283,12,37,2012-09,94.63814669966305,15.877751336388888,388.89300000000003,9,0,2012,12.2,735.0
284,12,48,2012-09,94.63814669966305,15.877751336388888,2059.473,9,0,2012,12.2,735.0
285,12,51,2012-09,94.63814669966305,15.877751336388888,30.134,9,0,2012,12.2,735.0
286,12,102,2012-09,94.63814669966305,15.877751336388888,8.68,9,0,2012,12.2,735.0
287,1,1,2012-10,94.58093979666596,11.82132198818145,5835.035999999999,10,0,2012,12.2,700.0
288,1,16,2012-10,94.58093979666596,11.82132198818145,846.8299999999999,10,0,2012,12.2,700.0
289,1,18,2012-10,94.58093979666596,11.82132198818145,231.359,10,0,2012,12.2,700.0
290,1,21,2012-10,94.58093979666596,11.82132198818145,13394.193000000001,10,0,2012,12.2,700.0
